TIME	SIR
1	0.5952190642723221
2	0.19430844919020807
3	0.5153674774832114
4	0.9620169976686428
5	0.21927658672205871
6	0.4356892762044302
7	0.4017838752065588
8	0.6825968051440011
9	0.36195181044290414
10	0.45486366535429806
11	0.496289534193691
12	0.5826514803784687
13	0.3442391638805644
14	0.5567866744186928
15	0.2587136544572449
16	0.47949883310721375
17	0.8710954973536776
18	0.3993330503297172
19	0.7905227359710202
20	0.5016619013844849
21	0.3759127176173101
22	0.3243204822058368
23	0.3774440289231865
24	0.1970822897423542
25	0.684587952544172
26	0.27231698775073887
27	0.21220809946544777
28	0.31751243949890096
29	0.5896412290626086
30	2.638411415763517
31	0.639779632692202
32	0.6606576509279447
33	0.4454099946981425
34	0.5176158775468134
35	0.35597267673613897
36	0.46775610859376593
37	0.4702931921475533
38	1.6559741919841404
39	0.4268046099708694
40	0.29110622343579984
41	0.3997955537252481
42	0.6863180653790962
43	0.8499910838014285
44	0.9621251356833471
45	0.5644669914326276
46	0.36868026047079944
47	0.9870364824181715
48	0.5248573032255852
49	0.36300816366635313
50	0.5584758684958496
51	0.45062288827079666
52	0.3184799882611567
53	1.1923402702724522
54	0.45636707413924343
55	0.21679982237963308
56	0.5564582202358446
57	2.0755415931284493
58	0.5426075396437988
59	0.968497005613386
60	0.2498803268631286
61	2.1275369785747613
62	0.31839132041094714
63	1.2321568754736218
64	0.40772321274744894
65	0.27285262413399275
66	0.6224787075204689
67	0.2106165629336091
68	0.3482889026675838
69	0.5709346067928934
70	0.6049166283574333
71	2.5285683058762403
72	0.288160359058455
73	1.09910689762735
74	0.2094778326584642
75	0.5512355246748025
76	0.4631404652240462
77	0.30544695342498684
78	0.4685719369069184
79	0.4081282704621652
80	0.3505774852348138
81	0.45138544463614283
82	0.24109651626082534
83	0.2201195091085265
84	0.5126842494001773
85	0.3848135288148467
86	0.32052983088242154
87	0.502433027090773
88	1.4322726369293717
89	0.48781127145530395
90	0.528812481599105
91	0.6652092301112357
92	0.5375611578807498
93	0.3468108470403047
94	0.260134189593772
95	0.36461145213751195
96	0.4493196407191129
97	0.23699531000950544
98	0.1954536730390127
99	0.6112030597502177
100	0.352370681298346
101	1.0890059945446433
102	0.51417763465052
103	0.1719673611616525
104	0.5383289442086515
105	0.3575193920936285
106	0.22802426603240794
107	0.4734150225849553
108	0.27346428586822363
109	0.5125692464038849
110	0.5203767707398674
111	0.9805317537027036
112	0.37269146454362184
113	0.488040770012257
114	1.01438643687438
115	0.9191668851151019
116	0.36416906381636754
117	0.3348747202055434
118	0.2906783575799776
119	0.5608607591573863
120	0.5611251710060816
121	0.3412786239479964
122	0.28779487809815524
123	0.23369350617013182
124	0.3038885964818776
125	0.38646993695183596
126	0.5412412265958099
127	0.3354939953318153
128	0.7131589827328549
129	0.20856669256918212
130	0.3869390181948809
131	0.5775498454405642
132	0.25151964295253465
133	0.24981041723258074
134	0.45021071868037443
135	0.35533677883085096
136	0.2131069063444947
137	0.3568846548660026
138	0.22688336070062207
139	1.3295098573995148
140	0.5742807760164858
141	0.4244205121543637
142	0.5593693240739934
143	0.35603777415079746
144	0.8254232775173626
145	0.7830043953609008
146	0.5512037014037903
147	0.43264530355252234
148	0.5822747190492868
149	0.24005642104631977
150	0.5641677999230298
151	0.6508912843970073
152	0.2460687648078763
153	0.29829025158459194
154	0.2849335583203433
155	0.3174226731646599
156	0.33399608241603246
157	0.3818255982120462
158	0.9335432845573647
159	0.28349987152604705
160	0.2820781757518115
161	0.2525694823628519
162	0.3977668860227662
163	0.37485080033987217
164	0.39942479968111033
165	0.24102182142921616
166	0.5775288203045938
167	0.5142071287934246
168	0.35162267101600975
169	0.28533737414047594
170	0.3552271081572972
171	1.539737471052217
172	0.23977095471245655
173	0.5749824843600077
174	0.35949134543920214
175	0.21703738221099442
176	0.5347134572244365
177	0.19407881845156805
178	0.6837228460689619
179	0.5324451106390641
180	0.6791770354100075
181	0.5061780274278654
182	0.5792396532739271
183	0.23912685359675692
184	0.5968292234577721
185	0.7614140649396205
186	0.4649239915736468
187	0.620182035236929
188	0.4356584363455557
189	0.31921070595261003
190	2.0340808360920577
191	1.1140858088378138
192	0.3721339329663175
193	0.24133081974565557
194	0.29885531281347094
195	0.8160951383631685
196	0.47178266241777367
197	0.2955163961555296
198	0.46683313086371325
199	0.4030750597676479
200	0.2799557955339036
201	0.3134005371411794
202	0.21985029501543185
203	0.888941912764037
204	1.099422980016803
205	1.063756976999158
206	0.4198206228795482
207	0.20953174788535547
208	0.4105135723825604
209	0.28762526089439316
210	1.414669271693966
211	0.6081684120867246
212	0.7328758905117433
213	0.384431497106798
214	0.8039284842090646
215	0.39893783911820574
216	0.2981311375995974
217	0.22415359153252054
218	0.22449710322166375
219	0.2952727525857772
220	1.8167969318539914
221	0.2756191160930244
222	0.4301736432111114
223	0.31186759416533266
224	0.532096536925294
225	0.7569192357014526
226	0.4319045324194492
227	0.42353597238777313
228	0.5075825072902566
229	0.2751116828551255
230	0.5866111165179565
231	0.22933142029164585
232	0.4877035143740974
233	0.18603117340798234
234	0.5396944295634021
235	0.2107879327418366
236	0.5270611689635897
237	0.37393709473489756
238	0.6157334415013006
239	0.23424805420680578
240	0.268082232398722
241	0.5995402399013585
242	0.4307664871294991
243	0.20332478060505796
244	0.35959379610794795
245	0.497915008277561
246	0.38484151715006104
247	0.29978840768094445
248	0.6953145077523482
249	0.24207670874291862
250	0.41794613743668546
251	0.27432225796235105
252	1.291088702065369
253	0.5388982472552967
254	0.48730607862404174
255	0.35936867715493676
256	0.3501471123724444
257	0.4162368190623571
258	0.3729938838160186
259	0.26680359073032534
260	0.34448960494075526
261	0.24839345278322847
262	0.39892593337457155
263	0.3918339605678746
264	0.320026120548428
265	0.3759494457874288
266	0.5510253141047161
267	0.4896968046382816
268	0.26023657955738305
269	0.23890179932914596
270	0.7639248449965338
271	0.5737216152388349
272	0.2815622339684382
273	0.6713676864414819
274	0.6057980747426815
275	0.23653404042371431
276	0.3018189092439585
277	0.27907264880858923
278	0.32630618902969144
279	0.688774607093812
280	0.21138971678215152
281	0.7086339489341781
282	0.35717883036099396
283	0.5463896557404601
284	0.5675330090370798
285	0.3599673861523266
286	0.18862256465341837
287	0.35890240997768835
288	0.6440241623387543
289	0.8748674562148742
290	0.21769267507834747
291	0.4681684762678926
292	0.23672818339769244
293	0.4630811856603592
294	0.5011366926154327
295	0.33986080871903307
296	0.37332877163553896
297	2.2520698190235424
298	0.7767666874935003
299	0.6255313429320861
300	0.3693597944829472
301	0.6659771000777909
302	0.6987336687056804
303	0.5313200021668103
304	0.34826884256020335
305	0.3424794609913182
306	0.4496454141859612
307	0.26456582856600985
308	0.215881106362155
309	0.6127640728678161
310	0.32112374800241444
311	0.2491587402682772
312	1.352115427538262
313	0.6709084211231106
314	0.5632615164311433
315	0.25259844162146494
316	0.6540327297173496
317	0.2383244661473442
318	0.506649869264765
319	0.3021952432195237
320	0.4913162630957121
321	0.8032810600910437
322	0.31539329276720285
323	0.28942565005078363
324	0.4602032930738398
325	0.23384476423002104
326	0.30861080771899785
327	0.24892588639836974
328	0.21978919019422172
329	0.5943794243983217
330	0.2629005166515428
331	0.4280100621066969
332	0.6389213852709862
333	0.6766415934508451
334	0.7162563479540631
335	0.6535972376924505
336	0.21467659499174396
337	0.35240509923741
338	0.826144609420838
339	0.2932616361175379
340	0.21546998411474239
341	0.28638564829631785
342	0.3134834086293836
343	0.5726048083255638
344	0.7844086316273431
345	0.37222013701809487
346	0.24723928708207704
347	0.5110080325394988
348	0.34738606661141486
349	0.1760002632204144
350	0.3998991914410433
351	1.2165025508809655
352	0.4459270351182668
353	0.9146414052827662
354	0.6385411333024582
355	0.249340221700168
356	0.6223157023013651
357	0.33889803785131284
358	0.36647040096391753
359	1.5661532724148224
360	0.5042951689368957
361	0.49622894609505447
362	0.4472254929800822
363	0.39896643490137484
364	0.32248002332608156
365	0.20893846613682676
366	0.4600382001466282
367	0.7896648090862162
368	0.3953524135697616
369	0.4219131284030703
370	0.18955877368108304
371	0.43670671619454915
372	0.29858886134571855
373	0.4703460098226571
374	0.28202808811417157
375	0.5616569067954265
376	0.8244472195332171
377	1.0872544672679905
378	0.3141002966100566
379	0.26110822690035485
380	0.23901336993901762
381	0.2593328100725642
382	0.7539746625669104
383	0.22928062178626765
384	1.0843388179929334
385	0.28332100993570936
386	0.3307760247014841
387	0.5890097843122896
388	0.46598338542968737
389	0.81172137538768
390	0.5821921393725088
391	0.6373581642520796
392	0.9401628151895527
393	0.5256600862323717
394	0.551154281668268
395	0.28108980423133645
396	0.5498687122805961
397	0.33917050081509703
398	0.29696223342504297
399	0.3647970141829289
400	0.2701827760440248
401	0.2813050775437851
402	0.8194656157212618
403	0.571555562173327
404	0.3319797818042636
405	0.400379636590999
406	0.2996294365134672
407	0.42807706066240975
408	0.28522038052259463
409	0.20969970835449625
410	0.6756924357298398
411	0.30690912868844245
412	0.25335866065590623
413	0.48353191648361477
414	0.22020443451933833
415	0.562701820941484
416	0.5413345709877943
417	0.6027510564773715
418	0.20286294504791882
419	0.23909550847831335
420	0.2525993998277215
421	0.3723470125308416
422	0.7286985056709011
423	0.2360502471339963
424	0.36042914085377253
425	1.4249984415814503
426	0.538783052586334
427	0.21173155249703127
428	0.36524456944406497
429	0.2054044853291568
430	0.40889100310583754
431	0.33576097563254803
432	0.31819205289099445
433	0.1902140393245271
434	0.28258607400904623
435	0.3355093183063284
436	0.27607216134342333
437	0.5684715971218575
438	0.3455514964625457
439	0.21337847503338742
440	0.6510412800379395
441	0.3673137067420674
442	0.31803579468157833
443	0.2842119245542215
444	0.8603201553634648
445	0.7521093331410098
446	0.4333671232521613
447	0.5581741111236928
448	0.8666407322896212
449	0.26809569055451493
450	0.40528688299354154
451	0.3800177423179738
452	0.4783446688708183
453	0.2713026513661991
454	0.2272050483089379
455	0.27242654861976984
456	1.182624371117427
457	0.26610672586203304
458	0.28799478327623673
459	0.572025313687066
460	0.9153182325423423
461	0.2959832270945139
462	0.3792710664181764
463	0.2994856609928082
464	0.26323730295731296
465	0.5310172228051748
466	0.9559514426503034
467	0.39193858756438654
468	1.0689155311470504
469	0.5238651564071372
470	0.19578166913696587
471	0.42996451579232564
472	0.3143277487642627
473	0.2551328029400233
474	1.0476953578324226
475	0.18885908897475584
476	0.5695734344013471
477	0.8615335000271774
478	0.4311494701191504
479	0.4997730161473288
480	0.5175174525036411
481	0.795990125613596
